Transaction_ID,Customer_ID,Product_ID,Transaction_Date,Total_Price,Quantity,Payment_Method
TX2966_5,CUST4118,,,,,
TX2967_1,CUST4119,,,,,
TX2967_2,CUST4119,,,,,
TX2967_3,CUST4119,,,,,
TX2967_4,CUST4119,,,,,
TX2968_1,CUST4120,,,,,
TX2968_2,CUST4120,,,,,
TX2969_1,CUST4122,,,,,
TX2969_2,CUST4122,,,,,
TX2970_1,CUST4123,,,,,
TX2970_2,CUST4123,,,,,
TX2970_3,CUST4123,,,,,
TX2971_1,CUST4124,,,,,
TX2971_2,CUST4124,,,,,
TX2971_3,CUST4124,,,,,
TX2972_1,CUST4125,,,,,
TX2972_2,CUST4125,,,,,
TX2972_3,CUST4125,,,,,
TX2972_4,CUST4125,,,,,
TX2972_5,CUST4125,,,,,
TX2973_1,CUST4126,,,,,
TX2974_1,CUST4127,,,,,
TX2974_2,CUST4127,,,,,
TX2974_3,CUST4127,,,,,
TX2974_4,CUST4127,,,,,
TX2975_1,CUST4128,,,,,
TX2975_2,CUST4128,,,,,
TX2975_3,CUST4128,,,,,
TX2976_1,CUST4129,,,,,
TX2976_2,CUST4129,,,,,
TX2976_3,CUST4129,,,,,
TX2977_1,CUST4130,,,,,
TX2977_2,CUST4130,,,,,
TX2977_3,CUST4130,,,,,
TX2977_4,CUST4130,,,,,
TX2978_1,CUST4131,,,,,
TX2978_2,CUST4131,,,,,
TX2978_3,CUST4131,,,,,
TX2978_4,CUST4131,,,,,
TX2979_1,CUST4133,,,,,
TX2979_2,CUST4133,,,,,
TX2979_3,CUST4133,,,,,
TX2979_4,CUST4133,,,,,
TX2980_1,CUST4136,,,,,
TX2980_2,CUST4136,,,,,
TX2981_1,CUST4137,,,,,
TX2982_1,CUST4139,,,,,
TX2982_2,CUST4139,,,,,
TX2983_1,CUST4140,,,,,
TX2983_2,CUST4140,,,,,
TX2983_3,CUST4140,,,,,
TX2983_4,CUST4140,,,,,
TX2983_5,CUST4140,,,,,
TX2984_1,CUST4141,,,,,
TX2984_2,CUST4141,,,,,
TX2984_3,CUST4141,,,,,
TX2984_4,CUST4141,,,,,
TX2985_1,CUST4142,,,,,
TX2985_2,CUST4142,,,,,
TX2985_3,CUST4142,,,,,
TX2986_1,CUST4144,,,,,
TX2986_2,CUST4144,,,,,
TX2986_3,CUST4144,,,,,
TX2986_4,CUST4144,,,,,
TX2986_5,CUST4144,,,,,
TX2987_1,CUST4145,,,,,
TX2987_2,CUST4145,,,,,
TX2988_1,CUST4146,,,,,
TX2988_2,CUST4146,,,,,
TX2988_3,CUST4146,,,,,
TX2989_1,CUST4147,,,,,
TX2990_1,CUST4148,,,,,
TX2991_1,CUST4149,,,,,
TX2992_1,CUST4152,,,,,
TX2992_2,CUST4152,,,,,
TX2992_3,CUST4152,,,,,
TX2992_4,CUST4152,,,,,
TX2993_1,CUST4154,,,,,
TX2994_1,CUST4155,,,,,
TX2995_1,CUST4156,,,,,
TX2996_1,CUST4158,,,,,
TX2997_1,CUST4161,,,,,
TX2997_2,CUST4161,,,,,
TX2997_3,CUST4161,,,,,
TX2997_4,CUST4161,,,,,
TX2997_5,CUST4161,,,,,
TX2998_1,CUST4165,,,,,
TX2999_1,CUST4166,,,,,
TX2999_2,CUST4166,,,,,
TX2999_3,CUST4166,,,,,
TX2999_4,CUST4166,,,,,
TX3000_1,CUST4167,,,,,
TX3000_2,CUST4167,,,,,
TX3000_3,CUST4167,,,,,
TX3001_1,CUST4168,,,,,
TX3001_2,CUST4168,,,,,
TX3002_1,CUST4169,,,,,
TX3002_2,CUST4169,,,,,
TX3003_1,CUST4170,,,,,
TX3003_2,CUST4170,,,,,
TX3003_3,CUST4170,,,,,
TX3003_4,CUST4170,,,,,
TX3004_1,CUST4172,,,,,
TX3004_2,CUST4172,,,,,
TX3004_3,CUST4172,,,,,
TX3005_1,CUST4173,,,,,
TX3005_2,CUST4173,,,,,
TX3005_3,CUST4173,,,,,
TX3005_4,CUST4173,,,,,
TX3005_5,CUST4173,,,,,
TX3006_1,CUST4175,,,,,
TX3006_2,CUST4175,,,,,
TX3006_3,CUST4175,,,,,
TX3006_4,CUST4175,,,,,
TX3007_1,CUST4176,,,,,
TX3007_2,CUST4176,,,,,
TX3007_3,CUST4176,,,,,
TX3007_4,CUST4176,,,,,
TX3008_1,CUST4177,,,,,
TX3008_2,CUST4177,,,,,
TX3008_3,CUST4177,,,,,
TX3009_1,CUST4178,,,,,
TX3009_2,CUST4178,,,,,
TX3010_1,CUST4180,,,,,
TX3011_1,CUST4181,,,,,
TX3012_1,CUST4184,,,,,
TX3012_2,CUST4184,,,,,
TX3013_1,CUST4186,,,,,
TX3013_2,CUST4186,,,,,
TX3014_1,CUST4187,,,,,
TX3015_1,CUST4188,,,,,
TX3015_2,CUST4188,,,,,
TX3015_3,CUST4188,,,,,
TX3015_4,CUST4188,,,,,
TX3016_1,CUST4189,,,,,
TX3016_2,CUST4189,,,,,
TX3016_3,CUST4189,,,,,
TX3016_4,CUST4189,,,,,
TX3017_1,CUST4190,,,,,
TX3018_1,CUST4191,,,,,
TX3018_2,CUST4191,,,,,
TX3019_1,CUST4192,,,,,
TX3019_2,CUST4192,,,,,
TX3019_3,CUST4192,,,,,
TX3020_1,CUST4193,,,,,
TX3020_2,CUST4193,,,,,
TX3020_3,CUST4193,,,,,
TX3020_4,CUST4193,,,,,
TX3020_5,CUST4193,,,,,
TX3021_1,CUST4194,,,,,
TX3021_2,CUST4194,,,,,
TX3021_3,CUST4194,,,,,
TX3021_4,CUST4194,,,,,
TX3021_5,CUST4194,,,,,
TX3022_1,CUST4195,,,,,
TX3022_2,CUST4195,,,,,
TX3023_1,CUST4196,,,,,
TX3023_2,CUST4196,,,,,
TX3023_3,CUST4196,,,,,
TX3023_4,CUST4196,,,,,
TX3024_1,CUST4198,,,,,
TX3024_2,CUST4198,,,,,
TX3025_1,CUST4201,,,,,
TX3025_2,CUST4201,,,,,
TX3025_3,CUST4201,,,,,
TX3025_4,CUST4201,,,,,
TX3025_5,CUST4201,,,,,
TX3026_1,CUST4202,,,,,
TX3026_2,CUST4202,,,,,
TX3026_3,CUST4202,,,,,
TX3027_1,CUST4203,,,,,
TX3028_1,CUST4204,,,,,
TX3028_2,CUST4204,,,,,
TX3028_3,CUST4204,,,,,
TX3029_1,CUST4207,,,,,
TX3029_2,CUST4207,,,,,
TX3029_3,CUST4207,,,,,
TX3030_1,CUST4209,,,,,
TX3030_2,CUST4209,,,,,
TX3031_1,CUST4210,,,,,
TX3031_2,CUST4210,,,,,
TX3031_3,CUST4210,,,,,
TX3032_1,CUST4211,,,,,
TX3032_2,CUST4211,,,,,
TX3032_3,CUST4211,,,,,
TX3032_4,CUST4211,,,,,
TX3032_5,CUST4211,,,,,
TX3033_1,CUST4212,,,,,
TX3033_2,CUST4212,,,,,
TX3033_3,CUST4212,,,,,
TX3033_4,CUST4212,,,,,
TX3034_1,CUST4213,,,,,
TX3034_2,CUST4213,,,,,
TX3034_3,CUST4213,,,,,
TX3034_4,CUST4213,,,,,
TX3035_1,CUST4214,,,,,
TX3035_2,CUST4214,,,,,
TX3035_3,CUST4214,,,,,
TX3035_4,CUST4214,,,,,
TX3035_5,CUST4214,,,,,
TX3036_1,CUST4215,,,,,
TX3036_2,CUST4215,,,,,
TX3036_3,CUST4215,,,,,
TX3037_1,CUST4216,,,,,
TX3037_2,CUST4216,,,,,
TX3037_3,CUST4216,,,,,
TX3037_4,CUST4216,,,,,
TX3038_1,CUST4217,,,,,
TX3038_2,CUST4217,,,,,
TX3038_3,CUST4217,,,,,
TX3039_1,CUST4218,,,,,
TX3039_2,CUST4218,,,,,
TX3040_1,CUST4219,,,,,
TX3040_2,CUST4219,,,,,
TX3041_1,CUST4220,,,,,
TX3041_2,CUST4220,,,,,
TX3041_3,CUST4220,,,,,
TX3041_4,CUST4220,,,,,
TX3042_1,CUST4222,,,,,
TX3042_2,CUST4222,,,,,
TX3042_3,CUST4222,,,,,
TX3042_4,CUST4222,,,,,
TX3043_1,CUST4225,,,,,
TX3043_2,CUST4225,,,,,
TX3043_3,CUST4225,,,,,
TX3044_1,CUST4226,,,,,
TX3044_2,CUST4226,,,,,
TX3044_3,CUST4226,,,,,
TX3045_1,CUST4227,,,,,
TX3045_2,CUST4227,,,,,
TX3045_3,CUST4227,,,,,
TX3045_4,CUST4227,,,,,
TX3045_5,CUST4227,,,,,
TX3046_1,CUST4229,,,,,
TX3046_2,CUST4229,,,,,
TX3046_3,CUST4229,,,,,
TX3047_1,CUST4230,,,,,
TX3047_2,CUST4230,,,,,
TX3047_3,CUST4230,,,,,
TX3048_1,CUST4231,,,,,
TX3048_2,CUST4231,,,,,
TX3049_1,CUST4234,,,,,
TX3049_2,CUST4234,,,,,
TX3049_3,CUST4234,,,,,
TX3050_1,CUST4235,,,,,
TX3050_2,CUST4235,,,,,
TX3050_3,CUST4235,,,,,
TX3051_1,CUST4239,,,,,
TX3052_1,CUST4240,,,,,
TX3052_2,CUST4240,,,,,
TX3052_3,CUST4240,,,,,
TX3053_1,CUST4241,,,,,
TX3053_2,CUST4241,,,,,
TX3053_3,CUST4241,,,,,
TX3054_1,CUST4242,,,,,
TX3054_2,CUST4242,,,,,
TX3054_3,CUST4242,,,,,
TX3055_1,CUST4243,,,,,
TX3056_1,CUST4247,,,,,
TX3056_2,CUST4247,,,,,
TX3056_3,CUST4247,,,,,
TX3056_4,CUST4247,,,,,
TX3056_5,CUST4247,,,,,
TX3057_1,CUST4248,,,,,
TX3057_2,CUST4248,,,,,
TX3057_3,CUST4248,,,,,
TX3058_1,CUST4249,,,,,
TX3058_2,CUST4249,,,,,
TX3058_3,CUST4249,,,,,
TX3058_4,CUST4249,,,,,
TX3059_1,CUST4250,,,,,
TX3059_2,CUST4250,,,,,
TX3059_3,CUST4250,,,,,
TX3059_4,CUST4250,,,,,
TX3060_1,CUST4251,,,,,
TX3060_2,CUST4251,,,,,
TX3060_3,CUST4251,,,,,
TX3060_4,CUST4251,,,,,
TX3061_1,CUST4252,,,,,
TX3061_2,CUST4252,,,,,
TX3061_3,CUST4252,,,,,
TX3061_4,CUST4252,,,,,
TX3062_1,CUST4253,,,,,
TX3063_1,CUST4254,,,,,
TX3063_2,CUST4254,,,,,
TX3063_3,CUST4254,,,,,
TX3064_1,CUST4255,,,,,
TX3065_1,CUST4256,,,,,
TX3065_2,CUST4256,,,,,
TX3065_3,CUST4256,,,,,
TX3066_1,CUST4257,,,,,
TX3067_1,CUST4258,,,,,
TX3067_2,CUST4258,,,,,
TX3067_3,CUST4258,,,,,
TX3067_4,CUST4258,,,,,
TX3068_1,CUST4259,,,,,
TX3068_2,CUST4259,,,,,
TX3068_3,CUST4259,,,,,
TX3068_4,CUST4259,,,,,
TX3069_1,CUST4260,,,,,
TX3069_2,CUST4260,,,,,
TX3069_3,CUST4260,,,,,
TX3069_4,CUST4260,,,,,
TX3069_5,CUST4260,,,,,
TX3070_1,CUST4261,,,,,
TX3070_2,CUST4261,,,,,
TX3070_3,CUST4261,,,,,
TX3070_4,CUST4261,,,,,
TX3070_5,CUST4261,,,,,
TX3071_1,CUST4262,,,,,
TX3071_2,CUST4262,,,,,
TX3071_3,CUST4262,,,,,
TX3071_4,CUST4262,,,,,
TX3071_5,CUST4262,,,,,
TX3072_1,CUST4264,,,,,
TX3072_2,CUST4264,,,,,
TX3072_3,CUST4264,,,,,
TX3072_4,CUST4264,,,,,
TX3073_1,CUST4268,,,,,
TX3073_2,CUST4268,,,,,
TX3073_3,CUST4268,,,,,
TX3074_1,CUST4269,,,,,
TX3074_2,CUST4269,,,,,
TX3074_3,CUST4269,,,,,
TX3074_4,CUST4269,,,,,
TX3075_1,CUST4270,,,,,
TX3076_1,CUST4273,,,,,
TX3076_2,CUST4273,,,,,
TX3076_3,CUST4273,,,,,
TX3076_4,CUST4273,,,,,
TX3076_5,CUST4273,,,,,
TX3077_1,CUST4274,,,,,
TX3077_2,CUST4274,,,,,
TX3078_1,CUST4275,,,,,
TX3078_2,CUST4275,,,,,
TX3078_3,CUST4275,,,,,
TX3078_4,CUST4275,,,,,
TX3079_1,CUST4277,,,,,
TX3079_2,CUST4277,,,,,
TX3080_1,CUST4279,,,,,
TX3080_2,CUST4279,,,,,
TX3081_1,CUST4280,,,,,
TX3081_2,CUST4280,,,,,
TX3081_3,CUST4280,,,,,
TX3081_4,CUST4280,,,,,
TX3082_1,CUST4281,,,,,
TX3082_2,CUST4281,,,,,
TX3083_1,CUST4282,,,,,
TX3083_2,CUST4282,,,,,
TX3083_3,CUST4282,,,,,
TX3084_1,CUST4283,,,,,
TX3084_2,CUST4283,,,,,
TX3085_1,CUST4285,,,,,
TX3086_1,CUST4286,,,,,
TX3086_2,CUST4286,,,,,
TX3086_3,CUST4286,,,,,
TX3086_4,CUST4286,,,,,
TX3087_1,CUST4287,,,,,
TX3087_2,CUST4287,,,,,
TX3087_3,CUST4287,,,,,
TX3087_4,CUST4287,,,,,
TX3087_5,CUST4287,,,,,
TX3088_1,CUST4288,,,,,
TX3088_2,CUST4288,,,,,
TX3089_1,CUST4290,,,,,
TX3090_1,CUST4291,,,,,
TX3090_2,CUST4291,,,,,
TX3090_3,CUST4291,,,,,
TX3090_4,CUST4291,,,,,
TX3090_5,CUST4291,,,,,
TX3091_1,CUST4292,,,,,
TX3091_2,CUST4292,,,,,
TX3091_3,CUST4292,,,,,
TX3091_4,CUST4292,,,,,
TX3092_1,CUST4293,,,,,
TX3092_2,CUST4293,,,,,
TX3092_3,CUST4293,,,,,
TX3093_1,CUST4294,,,,,
TX3094_1,CUST4295,,,,,
TX3094_2,CUST4295,,,,,
TX3094_3,CUST4295,,,,,
TX3094_4,CUST4295,,,,,
TX3094_5,CUST4295,,,,,
TX3095_1,CUST4296,,,,,
TX3095_2,CUST4296,,,,,
TX3095_3,CUST4296,,,,,
TX3095_4,CUST4296,,,,,
TX3096_1,CUST4297,,,,,
TX3096_2,CUST4297,,,,,
TX3096_3,CUST4297,,,,,
TX3096_4,CUST4297,,,,,
TX3097_1,CUST4298,,,,,
TX3097_2,CUST4298,,,,,
TX3097_3,CUST4298,,,,,
TX3098_1,CUST4299,,,,,
TX3098_2,CUST4299,,,,,
TX3098_3,CUST4299,,,,,
TX3098_4,CUST4299,,,,,
TX3099_1,CUST4301,,,,,
TX3099_2,CUST4301,,,,,
TX3099_3,CUST4301,,,,,
TX3099_4,CUST4301,,,,,
TX3100_1,CUST4302,,,,,
TX3100_2,CUST4302,,,,,
TX3100_3,CUST4302,,,,,
TX3101_1,CUST4303,,,,,
TX3101_2,CUST4303,,,,,
TX3101_3,CUST4303,,,,,
TX3101_4,CUST4303,,,,,
TX3102_1,CUST4304,,,,,
TX3102_2,CUST4304,,,,,
TX3102_3,CUST4304,,,,,
TX3103_1,CUST4306,,,,,
TX3103_2,CUST4306,,,,,
TX3103_3,CUST4306,,,,,
TX3103_4,CUST4306,,,,,
TX3104_1,CUST4307,,,,,
TX3104_2,CUST4307,,,,,
TX3104_3,CUST4307,,,,,
TX3104_4,CUST4307,,,,,
TX3105_1,CUST4308,,,,,
TX3105_2,CUST4308,,,,,
TX3105_3,CUST4308,,,,,
TX3106_1,CUST4309,,,,,
TX3106_2,CUST4309,,,,,
TX3106_3,CUST4309,,,,,
TX3107_1,CUST4310,,,,,
TX3107_2,CUST4310,,,,,
TX3107_3,CUST4310,,,,,
TX3107_4,CUST4310,,,,,
TX3108_1,CUST4311,,,,,
TX3108_2,CUST4311,,,,,
TX3108_3,CUST4311,,,,,
TX3108_4,CUST4311,,,,,
TX3108_5,CUST4311,,,,,
TX3109_1,CUST4313,,,,,
TX3109_2,CUST4313,,,,,
TX3109_3,CUST4313,,,,,
TX3109_4,CUST4313,,,,,
TX3110_1,CUST4314,,,,,
TX3110_2,CUST4314,,,,,
TX3110_3,CUST4314,,,,,
TX3110_4,CUST4314,,,,,
TX3111_1,CUST4315,,,,,
TX3112_1,CUST4317,,,,,
TX3112_2,CUST4317,,,,,
TX3112_3,CUST4317,,,,,
TX3113_1,CUST4318,,,,,
TX3114_1,CUST4319,,,,,
TX3114_2,CUST4319,,,,,
TX3115_1,CUST4322,,,,,
TX3116_1,CUST4324,,,,,
TX3116_2,CUST4324,,,,,
TX3116_3,CUST4324,,,,,
TX3116_4,CUST4324,,,,,
TX3117_1,CUST4325,,,,,
TX3117_2,CUST4325,,,,,
TX3117_3,CUST4325,,,,,
TX3118_1,CUST4326,,,,,
TX3118_2,CUST4326,,,,,
TX3119_1,CUST4327,,,,,
TX3119_2,CUST4327,,,,,
TX3119_3,CUST4327,,,,,
TX3119_4,CUST4327,,,,,
TX3119_5,CUST4327,,,,,
TX3120_1,CUST4328,,,,,
TX3120_2,CUST4328,,,,,
TX3121_1,CUST4329,,,,,
TX3121_2,CUST4329,,,,,
TX3121_3,CUST4329,,,,,
TX3122_1,CUST4330,,,,,
TX3122_2,CUST4330,,,,,
TX3122_3,CUST4330,,,,,
TX3122_4,CUST4330,,,,,
TX3122_5,CUST4330,,,,,
TX3123_1,CUST4331,,,,,
TX3123_2,CUST4331,,,,,
TX3123_3,CUST4331,,,,,
TX3123_4,CUST4331,,,,,
TX3124_1,CUST4332,,,,,
TX3124_2,CUST4332,,,,,
TX3125_1,CUST4333,,,,,
TX3125_2,CUST4333,,,,,
TX3125_3,CUST4333,,,,,
TX3125_4,CUST4333,,,,,
TX3126_1,CUST4335,,,,,
TX3126_2,CUST4335,,,,,
TX3126_3,CUST4335,,,,,
TX3126_4,CUST4335,,,,,
TX3127_1,CUST4336,,,,,
TX3127_2,CUST4336,,,,,
TX3127_3,CUST4336,,,,,
TX3127_4,CUST4336,,,,,
TX3128_1,CUST4337,,,,,
TX3129_1,CUST4338,,,,,
TX3129_2,CUST4338,,,,,
TX3129_3,CUST4338,,,,,
TX3129_4,CUST4338,,,,,
TX3129_5,CUST4338,,,,,
TX3130_1,CUST4340,,,,,
TX3131_1,CUST4341,,,,,
TX3131_2,CUST4341,,,,,
TX3131_3,CUST4341,,,,,
TX3132_1,CUST4342,,,,,
TX3133_1,CUST4343,,,,,
TX3133_2,CUST4343,,,,,
TX3133_3,CUST4343,,,,,
TX3133_4,CUST4343,,,,,
TX3134_1,CUST4346,,,,,
TX3135_1,CUST4347,,,,,
TX3135_2,CUST4347,,,,,
TX3135_3,CUST4347,,,,,
TX3135_4,CUST4347,,,,,
TX3135_5,CUST4347,,,,,
TX3136_1,CUST4349,,,,,
TX3137_1,CUST4350,,,,,
TX3137_2,CUST4350,,,,,
TX3137_3,CUST4350,,,,,
TX3138_1,CUST4352,,,,,
TX3138_2,CUST4352,,,,,
TX3138_3,CUST4352,,,,,
TX3139_1,CUST4353,,,,,
TX3139_2,CUST4353,,,,,
TX3139_3,CUST4353,,,,,
TX3140_1,CUST4355,,,,,
TX3140_2,CUST4355,,,,,
TX3140_3,CUST4355,,,,,
TX3140_4,CUST4355,,,,,
TX3141_1,CUST4356,,,,,
TX3141_2,CUST4356,,,,,
TX3141_3,CUST4356,,,,,
TX3141_4,CUST4356,,,,,
TX3142_1,CUST4358,,,,,
TX3142_2,CUST4358,,,,,
TX3142_3,CUST4358,,,,,
TX3143_1,CUST4362,,,,,
TX3143_2,CUST4362,,,,,
TX3143_3,CUST4362,,,,,
TX3143_4,CUST4362,,,,,
TX3143_5,CUST4362,,,,,
TX3144_1,CUST4363,,,,,
TX3144_2,CUST4363,,,,,
TX3145_1,CUST4365,,,,,
TX3145_2,CUST4365,,,,,
TX3145_3,CUST4365,,,,,
TX3145_4,CUST4365,,,,,
TX3146_1,CUST4366,,,,,
TX3146_2,CUST4366,,,,,
TX3146_3,CUST4366,,,,,
TX3147_1,CUST4368,,,,,
TX3148_1,CUST4369,,,,,
TX3148_2,CUST4369,,,,,
TX3148_3,CUST4369,,,,,
TX3148_4,CUST4369,,,,,
TX3149_1,CUST4370,,,,,
TX3150_1,CUST4371,,,,,
TX3150_2,CUST4371,,,,,
TX3151_1,CUST4372,,,,,
TX3151_2,CUST4372,,,,,
TX3152_1,CUST4373,,,,,
TX3153_1,CUST4374,,,,,
TX3153_2,CUST4374,,,,,
TX3153_3,CUST4374,,,,,
TX3154_1,CUST4376,,,,,
TX3154_2,CUST4376,,,,,
TX3154_3,CUST4376,,,,,
TX3155_1,CUST4377,,,,,
TX3155_2,CUST4377,,,,,
TX3155_3,CUST4377,,,,,
TX3155_4,CUST4377,,,,,
TX3156_1,CUST4378,,,,,
TX3157_1,CUST4379,,,,,
TX3157_2,CUST4379,,,,,
TX3157_3,CUST4379,,,,,
TX3158_1,CUST4381,,,,,
TX3158_2,CUST4381,,,,,
TX3158_3,CUST4381,,,,,
TX3158_4,CUST4381,,,,,
TX3159_1,CUST4382,,,,,
TX3159_2,CUST4382,,,,,
TX3159_3,CUST4382,,,,,
TX3160_1,CUST4383,,,,,
TX3160_2,CUST4383,,,,,
TX3160_3,CUST4383,,,,,
TX3160_4,CUST4383,,,,,
TX3161_1,CUST4384,,,,,
TX3161_2,CUST4384,,,,,
TX3161_3,CUST4384,,,,,
TX3162_1,CUST4385,,,,,
TX3162_2,CUST4385,,,,,
TX3163_1,CUST4386,,,,,
TX3163_2,CUST4386,,,,,
TX3164_1,CUST4388,,,,,
TX3164_2,CUST4388,,,,,
TX3165_1,CUST4389,,,,,
TX3165_2,CUST4389,,,,,
TX3165_3,CUST4389,,,,,
TX3166_1,CUST4391,,,,,
TX3166_2,CUST4391,,,,,
TX3166_3,CUST4391,,,,,
TX3166_4,CUST4391,,,,,
TX3167_1,CUST4393,,,,,
TX3167_2,CUST4393,,,,,
TX3167_3,CUST4393,,,,,
TX3167_4,CUST4393,,,,,
TX3167_5,CUST4393,,,,,
TX3168_1,CUST4395,,,,,
TX3168_2,CUST4395,,,,,
TX3168_3,CUST4395,,,,,
TX3168_4,CUST4395,,,,,
TX3169_1,CUST4396,,,,,
TX3169_2,CUST4396,,,,,
TX3169_3,CUST4396,,,,,
TX3169_4,CUST4396,,,,,
TX3170_1,CUST4397,,,,,
TX3170_2,CUST4397,,,,,
TX3170_3,CUST4397,,,,,
TX3170_4,CUST4397,,,,,
TX3170_5,CUST4397,,,,,
TX3171_1,CUST4398,,,,,
TX3171_2,CUST4398,,,,,
TX3171_3,CUST4398,,,,,
TX3171_4,CUST4398,,,,,
TX3171_5,CUST4398,,,,,
TX3172_1,CUST4399,,,,,
TX3172_2,CUST4399,,,,,
TX3172_3,CUST4399,,,,,
TX3172_4,CUST4399,,,,,
TX3172_5,CUST4399,,,,,
TX3173_1,CUST4400,,,,,
TX3173_2,CUST4400,,,,,
TX3173_3,CUST4400,,,,,
TX3173_4,CUST4400,,,,,
TX3173_5,CUST4400,,,,,
TX3174_1,CUST4401,,,,,
TX3174_2,CUST4401,,,,,
TX3175_1,CUST4402,,,,,
TX3176_1,CUST4406,,,,,
TX3176_2,CUST4406,,,,,
TX3176_3,CUST4406,,,,,
TX3176_4,CUST4406,,,,,
TX3176_5,CUST4406,,,,,
TX3177_1,CUST4407,,,,,
TX3177_2,CUST4407,,,,,
TX3177_3,CUST4407,,,,,
TX3177_4,CUST4407,,,,,
TX3178_1,CUST4408,,,,,
TX3178_2,CUST4408,,,,,
TX3178_3,CUST4408,,,,,
TX3178_4,CUST4408,,,,,
TX3178_5,CUST4408,,,,,
TX3179_1,CUST4409,,,,,
TX3179_2,CUST4409,,,,,
TX3180_1,CUST4410,,,,,
TX3180_2,CUST4410,,,,,
TX3180_3,CUST4410,,,,,
TX3180_4,CUST4410,,,,,
TX3180_5,CUST4410,,,,,
TX3181_1,CUST4411,,,,,
TX3181_2,CUST4411,,,,,
TX3181_3,CUST4411,,,,,
TX3181_4,CUST4411,,,,,
TX3181_5,CUST4411,,,,,
TX3182_1,CUST4412,,,,,
TX3182_2,CUST4412,,,,,
TX3182_3,CUST4412,,,,,
TX3183_1,CUST4414,,,,,
TX3184_1,CUST4415,,,,,
TX3184_2,CUST4415,,,,,
TX3184_3,CUST4415,,,,,
TX3184_4,CUST4415,,,,,
TX3184_5,CUST4415,,,,,
TX3185_1,CUST4417,,,,,
TX3185_2,CUST4417,,,,,
TX3186_1,CUST4418,,,,,
TX3186_2,CUST4418,,,,,
TX3186_3,CUST4418,,,,,
TX3186_4,CUST4418,,,,,
TX3186_5,CUST4418,,,,,
TX3187_1,CUST4421,,,,,
TX3188_1,CUST4422,,,,,
TX3188_2,CUST4422,,,,,
TX3188_3,CUST4422,,,,,
TX3188_4,CUST4422,,,,,
TX3189_1,CUST4425,,,,,
TX3190_1,CUST4426,,,,,
TX3191_1,CUST4427,,,,,
TX3191_2,CUST4427,,,,,
TX3191_3,CUST4427,,,,,
TX3192_1,CUST4428,,,,,
TX3192_2,CUST4428,,,,,
TX3192_3,CUST4428,,,,,
TX3192_4,CUST4428,,,,,
TX3192_5,CUST4428,,,,,
TX3193_1,CUST4429,,,,,
TX3193_2,CUST4429,,,,,
TX3194_1,CUST4430,,,,,
TX3194_2,CUST4430,,,,,
TX3195_1,CUST4431,,,,,
TX3195_2,CUST4431,,,,,
TX3195_3,CUST4431,,,,,
TX3195_4,CUST4431,,,,,
TX3196_1,CUST4432,,,,,
TX3196_2,CUST4432,,,,,
TX3196_3,CUST4432,,,,,
TX3196_4,CUST4432,,,,,
TX3196_5,CUST4432,,,,,
TX3197_1,CUST4433,,,,,
TX3197_2,CUST4433,,,,,
TX3197_3,CUST4433,,,,,
TX3197_4,CUST4433,,,,,
TX3198_1,CUST4434,,,,,
TX3199_1,CUST4435,,,,,
TX3199_2,CUST4435,,,,,
TX3199_3,CUST4435,,,,,
TX3199_4,CUST4435,,,,,
TX3199_5,CUST4435,,,,,
TX3200_1,CUST4436,,,,,
TX3200_2,CUST4436,,,,,
TX3200_3,CUST4436,,,,,
TX3201_1,CUST4437,,,,,
TX3201_2,CUST4437,,,,,
TX3201_3,CUST4437,,,,,
TX3202_1,CUST4441,,,,,
TX3202_2,CUST4441,,,,,
TX3202_3,CUST4441,,,,,
TX3203_1,CUST4445,,,,,
TX3203_2,CUST4445,,,,,
TX3203_3,CUST4445,,,,,
TX3203_4,CUST4445,,,,,
TX3203_5,CUST4445,,,,,
TX3204_1,CUST4446,,,,,
TX3204_2,CUST4446,,,,,
TX3204_3,CUST4446,,,,,
TX3204_4,CUST4446,,,,,
TX3205_1,CUST4447,,,,,
TX3206_1,CUST4448,,,,,
TX3206_2,CUST4448,,,,,
TX3206_3,CUST4448,,,,,
TX3206_4,CUST4448,,,,,
TX3206_5,CUST4448,,,,,
TX3207_1,CUST4449,,,,,
TX3208_1,CUST4450,,,,,
TX3208_2,CUST4450,,,,,
TX3208_3,CUST4450,,,,,
TX3208_4,CUST4450,,,,,
TX3209_1,CUST4452,,,,,
TX3210_1,CUST4453,,,,,
TX3210_2,CUST4453,,,,,
TX3211_1,CUST4455,,,,,
TX3211_2,CUST4455,,,,,
TX3211_3,CUST4455,,,,,
TX3211_4,CUST4455,,,,,
TX3212_1,CUST4456,,,,,
TX3212_2,CUST4456,,,,,
TX3212_3,CUST4456,,,,,
TX3212_4,CUST4456,,,,,
TX3212_5,CUST4456,,,,,
TX3213_1,CUST4457,,,,,
TX3213_2,CUST4457,,,,,
TX3213_3,CUST4457,,,,,
TX3214_1,CUST4459,,,,,
TX3215_1,CUST4460,,,,,
TX3215_2,CUST4460,,,,,
TX3215_3,CUST4460,,,,,
TX3215_4,CUST4460,,,,,
TX3215_5,CUST4460,,,,,
TX3216_1,CUST4461,,,,,
TX3216_2,CUST4461,,,,,
TX3216_3,CUST4461,,,,,
TX3216_4,CUST4461,,,,,
TX3217_1,CUST4462,,,,,
TX3217_2,CUST4462,,,,,
TX3217_3,CUST4462,,,,,
TX3217_4,CUST4462,,,,,
